"38","lines with a capital letter before the string <M0> or the string <M1>","( [ <CAP> ] ) . * ( ( <M0> ) | ( <M1> ) ) . *","p","p","p","p","p","n","n","n","n","n"
"39","lines ending with <M0> zero times","( . * ) ( ( <M0> ) * )","p","p","p","p","p","n","n","n","n","n"
"40","lines with the string <M0> before a lower-case letter , the string <M1> , and a number","( <M0> ) . * ( ( [ <LOW> ] ) & ( <M1> ) & ( [ <NUM> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"41","lines with a capital letter before a vowel or a lower-case letter","( [ <CAP> ] ) . * ( ( [ <VOW> ] ) | ( [ <LOW> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"42","lines with 3 or more of a letter before capital letter","( [ <LET> ] ) . * ( ( [ <CAP> ] ) { 3 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"43","lines having capital letter , lower-case letter , and vowel before string <M0>","( ( [ <CAP> ] ) & ( [ <LOW> ] ) & ( [ <VOW> ] ) ) . * ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"44","lines with words and a capital letter before vowel and character","\ b ( ( [ <CAP> ] ) . * ( [ <VOW> ] ) . * ) & ( . ) \ b","p","p","p","p","p","n","n","n","n","n"
"45","lines with the string <M0> , zero or more times before ending with a letter","( ( <M0> ) * ) . * ( ( . * ) ( [ <LET> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"46","lines that have at least 6 characters","( . ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"47","items with any letter .",". * ( [ <LOW> ] ) | ( [ <CAP> ] ) | ( [ <LET> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"48","lines with a letter and number","( ( [ <LOW> ] ) | ( [ <NUM> ] ) ) { 2 , }","p","p","p","p","p","n","n","n","n","n"
"49","lines starting with words that contain a number","( \ b . * [ <NUM> ] . * \ b ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"50","lines that don't only contain a letter , once or more","~ ( ( [ <LET> ] ) + )","p","p","p","p","p","n","n","n","n","n"
"51","lines with words with a vowel , a number , and a lower-case letter","\ b ( [ <VOW> ] ) & ( [ <NUM> ] ) & ( [ <LOW> ] ) \ b","p","p","p","p","p","n","n","n","n","n"
"52","lines starting with the string <M0> following a vowel","( [ <VOW> ] . * <M0> . * ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"53","lines with string <M0> before either a letter , a capital , or string <M1>","( <M0> ) . * ( ( [ <LET> ] ) | ( [ <CAP> ] ) | ( <M1> ) ) . *","p","p","p","p","p","n","n","n","n","n"
"54","lines containing a letter , a number , and a character",". * ( [ <LET> ] ) & ( [ <NUM> ] ) & ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"55","lines containing a number followed by a lower-case letter at least once","( . * [ <NUM> ] . * [ <LOW> ] . * . * ) +","p","p","p","p","p","n","n","n","n","n"
"56","lines with a number at least once before the string <M0> or a character","( ( [ <NUM> ] ) + ) . * ( ( <M0> ) | ( . ) ) . *","p","p","p","p","p","n","n","n","n","n"
"57","lines composed with a word",". * \ b [ <LET> ] + \ b . *","p","p","p","p","p","n","n","n","n","n"
"58","lines ending with words with the string <M0> , a letter , and a lower-case letter","( . * ) ( \ b ( <M0> ) & ( [ <LET> ] ) & ( [ <LOW> ] ) \ b )","p","p","p","p","p","n","n","n","n","n"
"59","lines with the string <M0> or <M1> or a letter before a number","( ( <M0> ) | ( <M1> ) | ( [ <LET> ] ) ) . * ( [ <NUM> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"60","lines with words with <M0> 7 times","( \ b <M0> \ b ) { 7 , }","p","p","p","p","p","n","n","n","n","n"
"61","lines with 6 ro more of a number before a vowel","( [ <NUM> ] . * [ <VOW> ] . * ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"62","lines containing either a lower-case letter , the string <M0> , or a vowel",". * ( [ <LOW> ] ) | ( <M0> ) | ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"63","lines with words with a number and a capital letter before the string <M0>","\ b ( ( [ <NUM> ] ) & ( [ <CAP> ] ) ) . * ( <M0> ) . * \ b","p","p","p","p","p","n","n","n","n","n"
"64","lines with a small letter before a chracter and then <M0>","( [ <LOW> ] ) . * ( . . * <M0> . * ) . *","p","p","p","p","p","n","n","n","n","n"
"65","lines with a character before words with the string <M0> , zero or more times","( . ) . * ( \ b ( <M0> ) * \ b ) . *","p","p","p","p","p","n","n","n","n","n"
"66","lines with string <M0> before string <M1> , string <M2> , and lower-case letter","( <M0> ) . * ( ( <M1> ) & ( <M2> ) & ( [ <LOW> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"67","lines not having 4 times character","~ ( ( . ) { 4 , } )","p","p","p","p","p","n","n","n","n","n"
"68","lines with a character before a letter","( . . * [ <LET> ] . * ) +","p","p","p","p","p","n","n","n","n","n"
"69","lines with words with string <M0> , string <M1> , and string <M2> or a letter","\ b ( ( <M0> ) & ( <M1> ) & ( <M2> ) ) | ( [ <LET> ] ) \ b","p","p","p","p","p","n","n","n","n","n"
"70","lines containing the string <M0> or a number followed by a vowel","( ( <M0> ) | ( [ <VOW> ] ) ) . * ( [ <NUM> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"71","lines with a letter followed by a character , 5 or more times","( [ <LET> ] . * . . * ) { 5 , }","p","p","p","p","p","n","n","n","n","n"
"72","lines ending in vowel or capital letter","( . * ) ( . * ( [ <VOW> ] ) | ( [ <CAP> ] ) . * )","p","p","p","p","p","n","n","n","n","n"
"73","lines not ending in the string <M0> or vowel","( . * ) ( ( ~ ( <M0> ) ) | ( [ <VOW> ] ) )","p","p","p","p","p","n","n","n","n","n"
"74","lines which are containing the string <M0> or ending with a character",". * ( <M0> ) | ( ( . * ) ( . ) ) . *","p","p","p","p","p","n","n","n","n","n"
"75","lines starting with the string <M0> or the string <M1> at least once","( ( ( <M0> ) | ( <M1> ) ) ( . * ) ) +","p","p","p","p","p","n","n","n","n","n"
"76","lines with a number before a character and a letter","( [ <NUM> ] ) . * ( ( . ) & ( [ <LET> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"77","lines not ending with a character","~ ( ( . * ) ( . ) )","p","p","p","p","p","n","n","n","n","n"
"78","lines that have the <M0> dog followed by a lower-case letter","( <M0> . * [ <LOW> ] . * ) *","p","p","p","p","p","n","n","n","n","n"
"79","lines with the string <M0> before the string <M1> , 2 or more times","( <M0> ) . * ( ( <M1> ) { 2 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"80","lines containing a character , zero or more times or a letter in them",". * ( ( . ) * ) | ( [ <LET> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"81","lines containing words with the string <M0> , a lower-case letter , and the string <M1>",". * \ b ( <M0> ) & ( [ <LOW> ] ) & ( <M1> ) \ b . *","p","p","p","p","p","n","n","n","n","n"
"82","lines that have at least 2 words that start with <M0> .","( . * \ b <M0> [ <LET> ] * \ b . * ) { 2 }","p","p","p","p","p","n","n","n","n","n"
"83","lines with words containing a number , or a capital , or a character","\ b ( [ <NUM> ] ) | ( [ <CAP> ] ) | ( . ) \ b","p","p","p","p","p","n","n","n","n","n"
"84","7 or more lines ending with a number","( ( . * ) ( [ <NUM> ] ) ) { 7 , }","p","p","p","p","p","n","n","n","n","n"
"85","lines with words with the string <M0> and a letter or the string <M1>","\ b ( ( <M0> ) & ( [ <LET> ] ) ) | ( <M1> ) \ b","p","p","p","p","p","n","n","n","n","n"
"86","lines with the string <M0> before a number and character","( <M0> ) . * ( ( [ <NUM> ] ) & ( . ) ) . *","p","p","p","p","p","n","n","n","n","n"
"87","lines having a vowel , a letter , and a number before the string <M0>","( ( [ <VOW> ] ) & ( [ <LET> ] ) & ( [ <NUM> ] ) ) . * ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"88","lines with words with the string <M0> and a letter , zero or more times","( \ b ( <M0> ) & ( [ <LET> ] ) \ b ) *","p","p","p","p","p","n","n","n","n","n"
"89","lines with a lower-case letter before a character , 4 or more times","( [ <LOW> ] ) . * ( ( . ) { 4 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"90","lines of 6 characters that end with the letter <M0> .",". { 5 } <M0>","p","p","p","p","p","n","n","n","n","n"
"91","lines ending with the string <M0> before the string <M1> and a vowel","( ( . * ) ( <M0> ) ) . * ( ( <M1> ) & ( [ <VOW> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"92","lines having either a capital letter , a number , or a vowel or a lower-case letter at least once","( ( ( [ <CAP> ] ) | ( [ <NUM> ] ) | ( [ <VOW> ] ) ) | ( [ <LOW> ] ) ) +","p","p","p","p","p","n","n","n","n","n"
"93","lines with a letter 7 times","\ b ( . * [ <LET> ] . * ) { 7 , } \ b","p","p","p","p","p","n","n","n","n","n"
"94","lines which are containing a letter or starting with a capital letter","( . * [ <LET> ] . * ) | ( ( [ <CAP> ] ) ( . * ) )","p","p","p","p","p","n","n","n","n","n"
"95","lines having a letter , a lower-case letter , and the string <M0> before a number","( ( [ <LET> ] ) & ( [ <LOW> ] ) & ( <M0> ) ) . * ( [ <NUM> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"96","lines with a number before containing a letter","( [ <NUM> ] ) . * ( . * [ <LET> ] . * ) . *","p","p","p","p","p","n","n","n","n","n"
"97","lines with the string <M0> followed by a character , 6 or more times","( <M0> . * . . * ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"98","lines not having a letter before a lower-case letter , 3 or more times","( ~ ( [ <LET> ] ) ) . * ( ( [ <LOW> ] ) { 3 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"99","lines with words that don't have a vowel or a character","\ b ( ~ ( [ <VOW> ] ) ) | ( . ) \ b","p","p","p","p","p","n","n","n","n","n"
"100","lines having a number , the string <M0> , and a capital letter before a vowel","( ( [ <NUM> ] ) & ( <M0> ) & ( [ <CAP> ] ) ) . * ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"101","lines containing a letter followed by a capital letter at least once","( . * [ <LET> ] . * [ <CAP> ] . * . * ) +","p","p","p","p","p","n","n","n","n","n"
"102","lines starting with a vowel","( [ <VOW> ] ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"103","lines with a lower-case letter followed by a number","[ <LOW> ] . * [ <NUM> ] . *","p","p","p","p","p","n","n","n","n","n"
"104","lines ending with a number or either the string <M0> , the string <M1> , or the string <M2>","( ( . * ) ( [ <NUM> ] ) ) | ( ( <M0> ) | ( <M1> ) | ( <M2> ) )","p","p","p","p","p","n","n","n","n","n"
"105","lines not having a lower-case letter before the string <M0> at least once","( ~ ( [ <LOW> ] ) ) . * ( ( <M0> ) + ) . *","p","p","p","p","p","n","n","n","n","n"
"106","lines not having the string <M0> , a letter , or a vowel","~ ( ( <M0> ) | ( [ <LET> ] ) | ( [ <VOW> ] ) )","p","p","p","p","p","n","n","n","n","n"
"107","items with a small letter , <M0> , or a character preceding a vowel .","( ( [ <LOW> ] ) | ( <M0> ) | ( . ) ) . * ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"108","lines ending with the strings <M0> and <M1>","( . * ) ( \ b ( <M0> ) & ( <M1> ) \ b )","p","p","p","p","p","n","n","n","n","n"
"109","lines with the string <M0> before <M1> or a number","( <M0> ) . * ( ( <M1> ) | ( [ <NUM> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"110","lines with words with a capital letter , a vowel , and the string <M0>","\ b ( [ <CAP> ] ) & ( [ <VOW> ] ) & ( <M0> ) \ b","p","p","p","p","p","n","n","n","n","n"
"111","lines with a vowel or the string <M0> at least once","( ( [ <VOW> ] ) | ( <M0> ) ) +","p","p","p","p","p","n","n","n","n","n"
"112","lines with the string <M0> before either the string <M1> , the string <M2> , or a number","( <M0> ) . * ( ( <M1> ) | ( <M2> ) | ( [ <NUM> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"113","lines with words with a letter before a number","\ b ( [ <LET> ] ) . * ( [ <NUM> ] ) . * \ b","p","p","p","p","p","n","n","n","n","n"
"114","lines which are not ending with the string <M0> , 4 or more times","~ ( ( ( . * ) ( <M0> ) ) { 4 , } )","p","p","p","p","p","n","n","n","n","n"
"115","lines containing a number , the string <M0> , and a vowel at least zero times","( \ b ( [ <NUM> ] ) & ( <M0> ) & ( [ <VOW> ] ) \ b ) *","p","p","p","p","p","n","n","n","n","n"
"116","lines containing a letter or either the string <M0> , a lower-case letter , or the string <M1>","( . * [ <LET> ] . * ) | ( ( <M0> ) | ( [ <LOW> ] ) | ( <M1> ) )","p","p","p","p","p","n","n","n","n","n"
"117","lines with a capital before vowel or character","( [ <CAP> ] ) . * ( ( [ <VOW> ] ) | ( . ) ) . *","p","p","p","p","p","n","n","n","n","n"
"118","lines with the string <M0> or a vowel at least once","( ( <M0> ) | ( [ <VOW> ] ) ) +","p","p","p","p","p","n","n","n","n","n"
"119","lines not having the string <M0> followed by the string <M1> before a lower-case letter","~ ( ( <M0> . * <M1> . * ) . * ( [ <LOW> ] ) . * )","p","p","p","p","p","n","n","n","n","n"
"120","lines that contain the word <M0> followed by the word <M1> , a lower-case letter , and the word <M2>","( <M0> ) . * ( ( <M1> ) & ( [ <LOW> ] ) & ( <M2> ) ) . *","p","p","p","p","p","n","n","n","n","n"
"121","lines with a character or a vowel before a number","( ( . ) | ( [ <VOW> ] ) ) . * ( [ <NUM> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"122","lines ending with a letter , 6 or more times","( ( . * ) ( [ <LET> ] ) ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"123","lines with a letter before a capital letter and a number","( [ <LET> ] ) . * ( ( [ <CAP> ] ) & ( [ <NUM> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"124","lines with words with the string <M0> before a character , 6 or more times","( \ b ( <M0> ) . * ( . ) . * \ b ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"125","lines stating with 2 or more of the string <M0>","( ( <M0> ) { 2 , } ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"126","lines with words with a letter , the string <M0> , and a number","\ b ( [ <LET> ] ) & ( <M0> ) & ( [ <NUM> ] ) \ b","p","p","p","p","p","n","n","n","n","n"
"127","lines not starting with a vowel before a capital letter","~ ( ( ( [ <VOW> ] ) ( . * ) ) . * ( [ <CAP> ] ) . * )","p","p","p","p","p","n","n","n","n","n"
"128","capital letters appears 2 or more times in the lines","( [ <CAP> ] ) { 2 , }","p","p","p","p","p","n","n","n","n","n"
"129","lines without a capital letter or string <M0> or <M1>","~ ( ( [ <CAP> ] ) & ( <M0> ) & ( <M1> ) )","p","p","p","p","p","n","n","n","n","n"
"130","lines starting with a character followed by a vowel","( . . * [ <VOW> ] . * ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"131","lines with words that contain a capital letter , the word <M0> , and a lower-case letter","\ b ( [ <CAP> ] ) & ( <M0> ) & ( [ <LOW> ] ) \ b","p","p","p","p","p","n","n","n","n","n"
"132","lines with words with a vowel or a letter before a lower-case letter","\ b ( ( [ <VOW> ] ) | ( [ <LET> ] ) ) . * ( [ <LOW> ] ) . * \ b","p","p","p","p","p","n","n","n","n","n"
"133","items with <M0> preceding an upper case letter , a letter , and <M1> .","( <M0> ) . * ( ( [ <CAP> ] ) & ( [ <LET> ] ) & ( <M1> ) ) . *","p","p","p","p","p","n","n","n","n","n"
"134","lines that contain <M0> or <M1> before <M2> .",". * ( <M0> | <M1> ) . * <M2> . *","p","p","p","p","p","n","n","n","n","n"
"135","lines with vowel and number before capital letter","( ( [ <VOW> ] ) & ( [ <NUM> ] ) ) . * ( [ <CAP> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"136","lines with words containing a number , a vowel , and a letter","\ b ( [ <NUM> ] ) & ( [ <VOW> ] ) & ( [ <LET> ] ) \ b","p","p","p","p","p","n","n","n","n","n"
"137","lines that contain words with <M0> .",". * \ b [ <LET> ] * <M0> [ <LET> ] * \ b . *","p","p","p","p","p","n","n","n","n","n"
"138","lines without a lower-case letter or string <M0>","~ ( ( [ <LOW> ] ) & ( <M0> ) )","p","p","p","p","p","n","n","n","n","n"
"139","lines with vowel and letter before character or lower-case letter","( ( [ <VOW> ] ) & ( [ <LET> ] ) ) . * ( ( . ) | ( [ <LOW> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"140","lines starting with the string <M0> before a number or a lower-case letter","( ( ( <M0> ) . * ( [ <NUM> ] ) . * ) | ( [ <LOW> ] ) ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"141","lines with a character followed by a capital letter and then a number","( . . * [ <CAP> ] . * ) . * ( [ <NUM> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"142","lines wherein a letter is contained 6 or more times","( . * [ <LET> ] . * ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"143","lines using more than 4 characters",". * . { 5 , } . *","p","p","p","p","p","n","n","n","n","n"
"144","lines with the string <M0> before a number or a character","( <M0> ) . * ( ( [ <NUM> ] ) | ( . ) ) . *","p","p","p","p","p","n","n","n","n","n"
"145","lines containing 2 or more characters or numbers .","( . * ( . ) | ( [ <NUM> ] ) . * ) { 2 , }","p","p","p","p","p","n","n","n","n","n"
"146","lines not having number , zero or more times and not a lower-case letter","~ ( ( ( [ <NUM> ] ) * ) & ( [ <LOW> ] ) )","p","p","p","p","p","n","n","n","n","n"
"147","lines having a character , lower-case letter , and letter before a vowel","( ( . ) & ( [ <LOW> ] ) & ( [ <LET> ] ) ) . * ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"148","lines with a letter or a character , 5 or more times","( ( [ <LET> ] ) | ( . ) ) { 5 , }","p","p","p","p","p","n","n","n","n","n"
"149","lines with a character , 6 or more times before a letter","( ( . ) { 6 , } ) . * ( [ <LET> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"150","lines with words and zero or more capital letters with string <M0>","\ b ( ( [ <CAP> ] ) * ) & ( <M0> ) \ b","p","p","p","p","p","n","n","n","n","n"
"151","lines ending with containing only a letter or a character","( . * ) ( ( [ <LET> ] ) | ( . ) )","p","p","p","p","p","n","n","n","n","n"
"152","lines with a capital letter followed by the string <M0> and ending with a lower-case letter","( [ <CAP> ] . * <M0> . * ) & ( ( . * ) ( [ <LOW> ] ) )","p","p","p","p","p","n","n","n","n","n"
"153","items terminating with a numeral or upper case letter , <M0> , or <M1> .","( ( . * ) ( [ <NUM> ] ) ) & ( ( [ <CAP> ] ) | ( <M0> ) | ( <M1> ) )","p","p","p","p","p","n","n","n","n","n"
"154","lines with words with the string <M0> and a number at least once","\ b ( <M0> ) & ( ( [ <NUM> ] ) + ) \ b","p","p","p","p","p","n","n","n","n","n"
"155","lines with words with the string <M0> , a number , and the string <M1> , zero or more times","( \ b ( <M0> ) & ( [ <NUM> ] ) & ( <M1> ) \ b ) *","p","p","p","p","p","n","n","n","n","n"
"156","lines a vowel before a letter then capital letter","( [ <VOW> ] ) . * ( [ <LET> ] . * [ <CAP> ] . * ) . *","p","p","p","p","p","n","n","n","n","n"
"157","lines ending with a capital , 3 or more times","( . * ( . * ) ( [ <CAP> ] ) . * ) { 3 , }","p","p","p","p","p","n","n","n","n","n"
"158","lines having words with <M0> .",". * \ b [ <LET> ] * <M0> [ <LET> ] * \ b . *","p","p","p","p","p","n","n","n","n","n"
"159","lines with a lower-case letter before a character","( [ <LOW> ] ) . * ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"160","lines without a character , a vowel , or a capital letter","~ ( ( . ) | ( [ <VOW> ] ) | ( [ <CAP> ] ) )","p","p","p","p","p","n","n","n","n","n"
"161","lines containing the string <M0> , zero or more times or a character",". * ( ( <M0> ) * ) | ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"162","lines not containing a vowel at least once","~ ( ( . * [ <VOW> ] . * ) + )","p","p","p","p","p","n","n","n","n","n"
"163","lines with words with a number or letter , zero or more times","\ b ( ( [ <NUM> ] ) | ( [ <LET> ] ) ) * \ b","p","p","p","p","p","n","n","n","n","n"
"164","lines that do not use the word <M0>","~ ( . * \ b <M0> \ b . * )","p","p","p","p","p","n","n","n","n","n"
"165","lines containing a number , 6 or more times",". * ( [ <NUM> ] ) { 6 , } . *","p","p","p","p","p","n","n","n","n","n"
"166","a line that contains a capital letter , letter and a vowel .",". * ( [ <VOW> ] ) & ( [ <CAP> ] ) & ( [ <LET> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"167","lines with words ending with number and string <M0>","\ b ( ( . * ) ( [ <NUM> ] ) ) & ( <M0> ) \ b","p","p","p","p","p","n","n","n","n","n"
"168","lines with the string <M0> followed by a capital letter before a vowel","( <M0> . * [ <CAP> ] . * ) . * ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"169","lines with a number followed by a vowel before a lower-case letter","( [ <NUM> ] . * [ <VOW> ] . * ) . * ( [ <LOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"170","items with <M0> , a vowel , and a small letter .",". * ( [ <VOW> ] ) & ( [ <LOW> ] ) & ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"171","lines with a capital letter before a lower-case letter",". * ( ( [ <CAP> ] ) + ) . * ( [ <LOW> ] ) . * . *","p","p","p","p","p","n","n","n","n","n"
"172","lines with a character before a vowel and the string <M0>","( . ) . * ( ( [ <VOW> ] ) & ( <M0> ) ) . *","p","p","p","p","p","n","n","n","n","n"
"173","lines with a character or string <M0> , 3 or more times","( ( . ) | ( <M0> ) ) { 3 , }","p","p","p","p","p","n","n","n","n","n"
"174","lines that have 3 characters before the sequence <M0>",". * . { 3 } <M0> . *","p","p","p","p","p","n","n","n","n","n"
"175","lines with a letter followed by the string <M0> before a character , zero or more times","( [ <LET> ] . * <M0> . * ) . * ( ( . ) * ) . *","p","p","p","p","p","n","n","n","n","n"
"176","lines with a capital letter before string <M0> or number","( ( [ <CAP> ] ) . * ( <M0> ) . * ) | ( ( [ <NUM> ] ) + )","p","p","p","p","p","n","n","n","n","n"
